"13mu -- Prices per square meter of old dwellings in housing companies and numbers of transactions by postal code area, yearly, 2009-2025"

"Postal code","Price per square meter (EUR/m2) 2023 Blocks of flats, one-room flat","Price per square meter (EUR/m2) 2023 Blocks of flats, two-room flat","Price per square meter (EUR/m2) 2023 Blocks of flats, three-room flat+","Number of sales, asset transfer tax data starting from 2020 2023 Blocks of flats, one-room flat","Number of sales, asset transfer tax data starting from 2020 2023 Blocks of flats, two-room flat","Number of sales, asset transfer tax data starting from 2020 2023 Blocks of flats, three-room flat+"
"40520  Kuokkala-Ristikivi (Jyväskylä)",2724,2151,2082,31,79,75
"40530  Keljonkangas (Jyväskylä)",...,...,...,54,44,2
"40600  Mattilanpelto (Jyväskylä)",2545,1912,...,12,10,3
"40620  Keskussairaala-alue-Kukkumäki (Jyväskylä)",...,...,...,2,1,1
"40630  Kypärämäki (Jyväskylä)",...,...,...,2,4,4
"40640  Keltinmäki (Jyväskylä)",928,962,856,11,42,32
"40700  Mäki-Matti (Jyväskylä)",2932,2345,2253,26,31,28
"40720  Nisula (Jyväskylä)",2931,2148,2190,8,32,13
"40740  Kortepohja (Jyväskylä)",2127,1550,1380,14,36,35
"40800  Vaajakoski (Jyväskylä)",947,1072,974,10,24,29
"40820  Vuoritsalo (Jyväskylä)",.,702,...,.,9,7
"40900  Säynätsalo (Jyväskylä)",...,...,...,1,9,2
"40930  Kinkomaa (Muurame)",.,...,.,.,2,.
"40950  Muurame Keskus (Muurame)",...,1292,1513,3,13,10
"41120  Puuppola (Jyväskylä)",.,.,.,.,.,.
"41140  Kuikka (Jyväskylä)",.,.,.,.,.,.
"41160  Tikkakoski (Jyväskylä)",...,...,...,3,4,1
"41180  Vehniä (Laukaa)",.,.,.,.,.,.
"41210  Jokihaara (Uurainen)",.,.,.,.,.,.
"41220  Höytiä (Uurainen)",.,.,.,.,.,.
"41230  Uurainen Keskus (Uurainen)",...,...,...,1,1,2
"41270  Lannevesi (Saarijärvi)",.,.,.,.,.,.
"41290  Kangashäkki (Uurainen)",.,.,.,.,.,.
"41310  Leppävesi (Laukaa)",.,.,.,.,.,.
"41330  Vihtavuori (Laukaa)",...,...,.,1,1,.
"41340  Laukaa Keskus (Laukaa)",...,...,...,2,3,1
"41350  Laukaa Asemanseutu (Laukaa)",.,...,.,.,1,.
"41390  Äijälä (Laukaa)",.,.,.,.,.,.
"41400  Lievestuore (Laukaa)",.,...,.,.,1,.
"41440  Ruuhimäki (Toivakka)",.,.,.,.,.,.
"41490  Niemisjärvi (Hankasalmi)",.,.,.,.,.,.
"41500  Hankasalmi Asemanseutu (Hankasalmi)",.,.,.,.,.,.
"41520  Hankasalmi Keskus (Hankasalmi)",.,.,.,.,.,.
"41530  Veneranta (Hankasalmi)",.,.,.,.,.,.
"41560  Säkinmäki (Hankasalmi)",.,.,.,.,.,.
"41580  Sauvamäki (Hankasalmi)",.,.,.,.,.,.
"41660  Toivakka Keskus (Toivakka)",.,.,.,.,.,.
"41710  Rutalahti-Kivisuo (Jyväskylä)",.,.,.,.,.,.
"41770  Leivonmäki (Joutsa)",.,.,.,.,.,.
"41800  Korpilahti Keskus (Jyväskylä)",...,...,...,1,2,3
"41820  Saakoski (Jyväskylä)",.,.,.,.,.,.
"41870  Putkilahti (Jyväskylä)",.,.,.,.,.,.
"41900  Petäjävesi Keskus (Petäjävesi)",.,...,...,.,1,1
"41930  Kuohu (Jyväskylä)",.,.,.,.,.,.
"42100  Jämsä Keskus (Jämsä)",697,806,841,19,26,19
"42220  Kaipola (Jämsä)",.,...,.,.,1,.
"42300  Jämsänkoski Keskus (Jämsä)",...,482,...,6,13,13
"42440  Koskenpää (Jämsä)",.,.,.,.,.,.
"42600  Multia Keskus-Väätäiskylä (Multia)",.,.,.,.,.,.
"42700  Keuruu Keskus (Keuruu)",711,601,1245,18,19,13
"42720  Valkealahti (Keuruu)",.,...,...,.,2,1
"42800  Haapamäki (Keuruu)",.,...,.,.,1,.
"42850  Pohjaslahti (Mänttä-Vilppula)",.,.,.,.,.,.
"42910  Pihlajavesi (Keuruu)",.,.,.,.,.,.
"43100  Saarijärvi Keskus (Saarijärvi)",...,713,903,5,23,8
"43220  Mahlu (Saarijärvi)",.,.,.,.,.,.
"43270  Kalmari (Saarijärvi)",.,.,.,.,.,.
"43300  Kannonkoski Keskus (Kannonkoski)",.,.,.,.,.,.
"43440  Pylkönmäki Keskus (Saarijärvi)",.,.,.,.,.,.
"43500  Karstula Keskus (Karstula)",.,...,...,.,1,1
"43610  Aho (Karstula)",.,.,.,.,.,.
"43700  Kyyjärvi Keskus (Kyyjärvi)",.,.,.,.,.,.
"43800  Kivijärvi Keskus-Sompala (Kivijärvi)",...,...,...,1,1,2
"43900  Kinnula Keskus (Kinnula)",.,.,.,.,.,.
"44100  Äänekoski Keskus (Äänekoski)",939,980,730,7,22,14
"44120  Mämmensalmi-Mustaniemi (Äänekoski)",.,.,.,.,.,.
"44150  Likolahti-Karhunlähde (Äänekoski)",...,...,...,3,11,7
"44160  Huutomäki (Äänekoski)",...,.,.,1,.,.
"44200  Suolahti Keskus (Äänekoski)",...,...,...,6,11,8
"44220  Sörkänmäki (Äänekoski)",.,.,.,.,.,.
"44260  Vihijärvi (Äänekoski)",.,.,.,.,.,.
"44280  Sumiainen Keskus (Äänekoski)",.,.,.,.,.,.
"44300  Konnevesi Keskus (Konnevesi)",...,.,...,1,.,1
"44400  Konginkangas Keskus (Äänekoski)",.,...,.,.,1,.
"44420  Liimattala (Äänekoski)",.,.,.,.,.,.
"44500  Viitasaari Keskus (Viitasaari)",762,747,815,8,19,8
"44670  Suovanlahti (Viitasaari)",.,.,.,.,.,.
"44800  Pihtipudas Keskus (Pihtipudas)",.,...,...,.,1,1
"44880  Muurasjärvi (Pihtipudas)",.,.,.,.,.,.
"44920  Peninki (Pihtipudas)",.,.,.,.,.,.
"44950  Kärväsjärvi (Pihtipudas)",.,.,.,.,.,.
"45100  Kouvola Keskus (Kouvola)",1395,1273,1509,24,43,41
"45120  Kotkankallio-Vahteronmäki (Kouvola)",...,...,...,1,3,1
"45130  Korjala-Kaunisnurmi (Kouvola)",1000,1151,...,8,11,3
"45150  Kankaronmäki-Eskolanmäki (Kouvola)",...,500,...,7,18,12
"45160  Lehtomäki (Kouvola)",792,773,686,8,14,9
"45200  Tornionmäki (Kouvola)",849,923,928,17,22,17
"45360  Kukkuramäki (Kouvola)",...,...,.,1,2,.
"45370  Valkeala kk (Kouvola)",...,...,...,2,2,4
"45410  Utti (Kouvola)",.,.,.,.,.,.
"45460  Savero (Kouvola)",.,.,.,.,.,.
"45610  Koria (Kouvola)",...,...,...,3,2,1
"45700  Kuusankoski Keskus (Kouvola)",685,864,647,27,68,31
"45720  Kotiharju-Puhjonmäki (Kouvola)",.,...,.,.,3,.
"45740  Maunuksela (Kouvola)",.,...,.,.,2,.
"45810  Pilkanmaa (Kouvola)",...,...,.,1,1,.
"45910  Voikkaa (Kouvola)",...,...,...,4,3,1
"46110  Tuohikotti (Kouvola)",.,.,.,.,.,.
"46140  Vekaranjärvi (Kouvola)",.,.,.,.,.,.
"46400  Kaipiainen (Kouvola)",.,.,.,.,.,.
"46450  Enäjärvi (Kouvola)",.,.,.,.,.,.
"46710  Sippola (Kouvola)",.,.,.,.,.,.
"46800  Myllykoski (Kouvola)",...,580,...,2,9,6
"46810  Ummeljoki (Kouvola)",.,.,.,.,.,.
"46860  Anjalankoski Keskus (Kouvola)",.,.,.,.,.,.
"46900  Inkeroinen (Kouvola)",...,...,...,3,9,9
"46910  Anjala (Kouvola)",.,...,.,.,1,.
"47200  Elimäki kk (Kouvola)",...,...,.,1,2,.
"47400  Kausala (Iitti)",...,...,...,5,7,3
"47710  Jaala kk (Kouvola)",.,.,.,.,.,.
"47760  Huhdasjärvi (Kouvola)",.,.,.,.,.,.
"47900  Vuohijärvi (Kouvola)",.,...,.,.,2,.
"48100  Kotkansaari (Kotka)",1603,1505,1578,58,97,91
"48130  Katariina (Kotka)",1657,...,...,14,2,1
"48200  Hovinsaari (Kotka)",...,824,...,6,8,5
"48210  Toukolan Sairaala-Alue (Kotka)",.,...,...,.,2,2
"48220  Metsola (Kotka)",...,...,...,3,3,2
"48230  Korela-Jylppy (Kotka)",...,.,.,1,.,.
"48300  Ruonala (Kotka)",.,...,.,.,1,.
"48310  Mussalo (Kotka)",.,.,...,.,.,4
"48350  Karhuvuori (Kotka)",529,1282,943,29,61,40
"48400  Sutela (Kotka)",...,...,...,1,1,4
"48410  Kaukola (Kotka)",.,.,.,.,.,.
"48600  Karhula (Kotka)",812,926,1036,50,93,47
"48700  Kyminlinna (Kotka)",618,511,...,7,11,6
"48710  Koivula (Kotka)",.,.,.,.,.,.
"48720  Kymi (Kotka)",.,.,.,.,.,.
"48750  Nikeli (Kotka)",.,.,.,.,.,.
"48770  Ristinkallio (Kotka)",...,.,.,1,.,.
"48800  Otsola-Mäntykangas (Kotka)",.,.,.,.,.,.
"48810  Rantahaka (Kotka)",.,.,.,.,.,.
"48900  Sunila (Kotka)",...,554,...,6,9,2
"48910  Suulisniemi (Kotka)",...,.,.,2,.,.
"48930  Tiutinen (Kotka)",.,.,.,.,.,.
"49210  Huutjärvi (Pyhtää)",.,.,.,.,.,.
"49220  Siltakylä (Pyhtää)",...,.,...,1,.,2
"49270  Pyhtää kk (Pyhtää)",...,...,...,1,1,1
"49290  Vastila (Pyhtää)",.,.,.,.,.,.
"49400  Hamina Keskus (Hamina)",1137,1422,1537,17,34,21
"49410  Poitsila (Hamina)",.,...,...,.,5,3
"49420  Uusi-Summa (Hamina)",.,.,...,.,.,1
"49460  Hillo (Hamina)",...,...,...,4,4,2
"49490  Neuvoton (Hamina)",.,.,.,.,.,.
"49510  Husula (Hamina)",.,...,...,.,2,2
"49570  Kannusjärvi (Hamina)",.,.,.,.,.,.
"49700  Miehikkälä Kirkonkylä (Miehikkälä)",.,.,.,.,.,.
"49730  Muurikkala (Miehikkälä)",.,.,.,.,.,.
"49760  Suur-Miehikkälä (Miehikkälä)",.,.,.,.,.,.
"49860  Klamila (Virolahti)",.,.,.,.,.,.
"49900  Virolahti Keskus (Virolahti)",...,...,...,1,1,1
"49980  Ravijoki (Virolahti)",.,.,.,.,.,.
"50100  Mikkeli Keskus (Mikkeli)",1989,1871,1799,37,84,46
"50120  Siekkilä (Mikkeli)",1095,...,...,16,3,1
"50130  Nuijamies (Mikkeli)",...,1295,1347,2,26,26
"50150  Karkialampi (Mikkeli)",.,.,...,.,.,1
"50160  Kattilansilta (Mikkeli)",483,540,...,16,14,5
"50170  Peitsari (Mikkeli)",1267,1371,1281,7,9,7
"50180  Visulahti (Mikkeli)",.,.,.,.,.,.
"50190  Tuppurala (Mikkeli)",...,2332,1948,3,13,10
"50200  Kovala (Mikkeli)",.,.,.,.,.,.
"50500  Tuukkala-Kaituenmäki (Mikkeli)",.,...,.,.,2,.
"50520  Moision Sairaala-alue (Mikkeli)",.,...,.,.,1,.
"50600  Karikko (Mikkeli)",.,...,...,.,5,1
"50670  Otava (Mikkeli)",.,.,...,.,.,1
"50700  Syysjärvi (Mikkeli)",.,.,.,.,.,.
"50970  Ihastjärvi (Mikkeli)",.,...,...,.,2,1
"51200  Kangasniemi Keskus (Kangasniemi)",...,746,...,5,9,3
"51600  Haukivuori Keskus-Piitkäaho (Mikkeli)",...,.,.,1,.,.
"51850  Vuorenmaa (Juva)",.,.,.,.,.,.
"51900  Juva Keskus (Juva)",...,730,...,2,10,3
"52100  Anttola (Mikkeli)",.,...,.,.,1,.
"52200  Puumala Keskus (Puumala)",...,...,...,1,1,2
"52230  Hurissalo (Puumala)",.,.,.,.,.,.
"52300  Ristiina Keskus (Mikkeli)",...,...,.,2,4,.
"52320  Vitsiälä (Mikkeli)",.,.,.,.,.,.
"52420  Pellosniemi (Mikkeli)",...,...,.,3,1,.
"52510  Hietanen (Hirvensalmi)",.,.,.,.,.,.
"52550  Hirvensalmi Keskus (Hirvensalmi)",.,...,...,.,1,2
"52610  Tuukkalanlahti (Hirvensalmi)",.,.,.,.,.,.
"52700  Mäntyharju Keskus (Mäntyharju)",...,767,...,1,13,4
"52720  Karankamäki-Koirakivi (Mäntyharju)",.,.,.,.,.,.
"52830  Suomenniemi (Mikkeli)",.,.,.,.,.,.
"53100  Lappeenranta keskus (Lappeenranta)",2611,2206,2375,48,131,69
"53130  Keskussairaala-alue-Kimpinen (Lappeenranta)",.,...,...,.,1,3
"53200  Kaukas-Tirilä (Lappeenranta)",...,1334,...,2,9,5
"53300  Lauritsala-Mälkiä (Lappeenranta)",...,969,...,5,11,2
"53400  Laihia (Lappeenranta)",.,.,.,.,.,.
"53420  Mustola (Lappeenranta)",.,.,.,.,.,.
"53500  Parkkarila-Harapainen-Reijola (Lappeenranta)",.,...,...,.,1,2
"53550  Kourulanmäki (Lappeenranta)",.,.,.,.,.,.
"53600  Kesämäki (Lappeenranta)",2447,2431,2245,14,21,17
"53650  Mattila-Kuusela (Lappeenranta)",.,...,.,.,1,.
"53810  Kuusimäki-Lavola (Lappeenranta)",...,1181,1043,3,16,15
"53830  Rutola (Lappeenranta)",.,.,.,.,.,.
"53850  Skinnarila (Lappeenranta)",...,...,901,3,5,9
"53900  Pallo-Tysterniemi-Leiri (Lappeenranta)",2459,2761,3041,8,27,22
"53920  Voisalmi (Lappeenranta)",1068,966,804,8,9,11
"53950  Kivisalmi (Lappeenranta)",...,...,...,3,4,5
"54100  Joutseno Keskus (Lappeenranta)",...,...,...,3,9,3
"54110  Lampikangas (Lappeenranta)",.,.,.,.,.,.
"54120  Pulp (Lappeenranta)",.,.,.,.,.,.
"54190  Konnunsuo (Lappeenranta)",.,.,.,.,.,.
"54230  Nuijamaa (Lappeenranta)",.,.,.,.,.,.
"54270  Vainikkala (Lappeenranta)",.,.,.,.,.,.
"54330  Simola (Lappeenranta)",.,.,.,.,.,.
"54410  Ylämaa Keskus (Lappeenranta)",.,.,.,.,.,.
"54430  Hujakkala (Lappeenranta)",.,.,.,.,.,.
"54500  Taavetti-Somerharju (Luumäki)",...,...,.,5,3,.
"54530  Luumäki (Luumäki)",.,.,.,.,.,.
"54710  Lemi Keskus (Lemi)",.,.,.,.,.,.
"54770  Heituinlahti (Savitaipale)",.,.,.,.,.,.
"54800  Savitaipale Keskus (Savitaipale)",...,...,.,1,1,.
"54820  Kotimäki (Lemi)",.,.,.,.,.,.
"54850  Kuukanniemi (Lemi)",.,.,.,.,.,.
"54915  Saimaanharju-Kyläniemi (Taipalsaari)",.,.,...,.,.,1
"54920  Taipalsaari (Taipalsaari)",.,...,.,.,2,.
"54950  Pettilä (Savitaipale)",.,.,.,.,.,.
"54960  Vehkataipale (Taipalsaari)",.,.,.,.,.,.
"55100  Imatra Keskus (Imatra)",842,786,1075,13,31,10
"55120  Mansikkala-Tuulikallio (Imatra)",...,588,...,5,15,4
"55300  Rauha-Tiuruniemi (Lappeenranta)",...,.,...,1,.,1
"55320  Rauha (Lappeenranta)",...,...,.,3,1,.
"55330  Tiuruniemi (Lappeenranta)",.,.,.,.,.,.
"55400  Tainionkoski-Mustalampi (Imatra)",...,.,.,1,.,.
"55420  Karhumäki-Karhukallio (Imatra)",.,.,.,.,.,.
"55510  Sotkulampi-Linnasuo (Imatra)",...,...,...,1,7,2
"55610  Rajapatsas-Teppanala (Imatra)",...,...,...,3,4,1
"55700  Vintteri-Virasoja (Imatra)",.,.,.,.,.,.
"55800  Vuoksenniska-Saarlampi (Imatra)",...,754,...,6,13,5
"55910  Rautio-Kurkvuori (Imatra)",...,.,...,1,.,1
"56100  Ruokolahti Keskus (Ruokolahti)",.,...,...,.,5,2
"56120  Salosaari (Ruokolahti)",.,.,.,.,.,.
"56610  Rautjärvi (Rautjärvi)",.,.,.,.,.,.
"56710  Miettilä (Rautjärvi)",.,.,.,.,.,.
"56730  Laikko (Rautjärvi)",.,.,.,.,.,.
"56800  Simpele (Rautjärvi)",...,410,...,4,10,7
"57100  Heikinpohja-Piispanmäki (Savonlinna)",1155,1581,1656,15,50,32
"57120  Savonlinna (Savonlinna)",...,.,.,1,.,.
"57130  Savonlinna Keskus (Savonlinna)",1427,1016,1434,20,21,20
"57170  Sortteerinlahti-Talvisalo (Savonlinna)",1030,844,910,7,15,10
"57200  Miekonniemi-Venäjänniemi (Savonlinna)",...,580,...,5,7,4
"57210  Nojanmaa (Savonlinna)",.,673,...,.,8,2
"57220  Haka-alue-Viuhonmäki (Savonlinna)",...,406,...,2,10,1
"57230  Inkerinkylä (Savonlinna)",...,...,...,2,5,5
"57510  Laitaatsilta (Savonlinna)",.,...,...,.,1,1
"57600  Poukkusilta-Pihlajaniemi (Savonlinna)",.,.,...,.,.,2
"57710  Kellarpelto-Rantakoivikko (Savonlinna)",.,.,...,.,.,1
"58150  Makkola (Savonlinna)",.,.,.,.,.,.
"58175  Enonkoski Keskus (Enonkoski)",.,.,.,.,.,.
"58200  Kerimäki Keskus (Savonlinna)",...,...,.,3,1,.
"58220  Louhi (Savonlinna)",.,.,.,.,.,.
"58300  Savonranta Keskus (Savonlinna)",.,.,.,.,.,.
"58410  Haapakallio (Savonlinna)",.,.,.,.,.,.
"58450  Punkaharju (Savonlinna)",.,.,.,.,.,.
"58500  Punkasalmi (Savonlinna)",.,...,.,.,4,.
"58550  Putikko (Savonlinna)",...,.,.,1,.,.
"58620  Lohilahti (Sulkava)",.,.,.,.,.,.
"58700  Sulkava Keskus (Sulkava)",.,...,...,.,1,1
"58770  Pihlajalahti (Savonlinna)",.,.,.,.,.,.
"58810  Kallislahti (Savonlinna)",.,.,.,.,.,.
"58850  Hiltula (Rantasalmi)",.,.,.,.,.,.
"58900  Rantasalmi Keskus (Rantasalmi)",...,...,.,2,5,.
"58910  Rantasalmi Asemanseutu (Rantasalmi)",.,.,.,.,.,.
"59100  Parikkala Keskus (Parikkala)",.,...,...,.,4,2
"59310  Särkisalmi (Parikkala)",.,.,.,.,.,.
"59510  Maironiemi (Parikkala)",.,.,.,.,.,.
"59720  Niukkala (Parikkala)",.,.,.,.,.,.
"59730  Uukuniemi (Parikkala)",.,.,.,.,.,.
"59800  Kesälahti Keskus (Kitee)",.,.,.,.,.,.
"60100  Seinäjoki Keskus (Seinäjoki)",2133,1825,1926,33,87,76
"60120  Pohja (Seinäjoki)",...,1958,...,4,7,4
"60150  Kasperi (Seinäjoki)",...,995,...,3,15,3
"60200  Törnävä (Seinäjoki)",...,1960,2428,5,13,13
"60220  Huhtala (Seinäjoki)",...,1666,...,4,7,3
"60320  Alakylä-Jouppi (Seinäjoki)",...,1928,...,5,7,3
"60420  Impivaara (Seinäjoki)",.,.,.,.,.,.
"60510  Hyllykallio (Seinäjoki)",...,2495,1793,1,8,6
"60550  Nurmo Keskus (Seinäjoki)",.,...,...,.,1,2
"60560  Halkosaari (Seinäjoki)",.,.,.,.,.,.
"60640  Kurjenneva (Seinäjoki)",.,.,.,.,.,.
"60720  Tuomikylä (Ilmajoki)",.,.,.,.,.,.
"60760  Pojanluoma (Ilmajoki)",.,.,.,.,.,.
"60800  Ilmajoki Keskus (Ilmajoki)",...,...,.,3,2,.
"61100  Peräseinäjoki Keskus (Seinäjoki)",.,.,.,.,.,.
"61270  Luopajärvi (Kurikka)",.,.,.,.,.,.
"61280  Jokipii (Kurikka)",.,.,.,.,.,.
"61300  Kurikka Keskus (Kurikka)",...,...,...,3,4,3
"61310  Panttila (Kurikka)",.,.,.,.,.,.
"61330  Koskenkorva (Ilmajoki)",.,.,...,.,.,1
"61360  Mieto (Kurikka)",.,.,.,.,.,.
"61400  Ylistaro Keskus (Seinäjoki)",.,.,.,.,.,.
"61470  Kitinoja (Seinäjoki)",.,.,.,.,.,.
"61500  Isokyrö Keskus (Isokyrö)",...,...,...,1,2,4
"61520  Lehmäjoki (Isokyrö)",.,.,.,.,.,.
"61550  Orismala (Isokyrö)",.,.,.,.,.,.
"61600  Jalasjärvi Keskus (Kurikka)",...,...,...,1,4,3
"61720  Koskue (Kurikka)",.,.,.,.,.,.
"61800  Kauhajoki Keskus (Kauhajoki)",.,...,...,.,3,2
"61840  Norinkylä (Teuva)",.,.,.,.,.,.
"61850  Kauhajoki Asemanseutu (Kauhajoki)",.,.,.,.,.,.
"61980  Päntäne (Kauhajoki)",.,.,.,.,.,.
"62100  Lapua Keskus (Lapua)",...,1984,1737,3,9,9
"62190  Ruha (Lapua)",.,.,.,.,.,.
"62200  Kauhava Keskus (Kauhava)",.,...,...,.,3,2
"62300  Härmä (Kauhava)",.,.,...,.,.,1
"62370  Kangasto (Kauhava)",.,.,.,.,.,.
"62375  Ylihärmä Keskus-Vesiluoma (Kauhava)",.,.,...,.,.,1
"62420  Kortesjärvi Keskus (Kauhava)",.,.,...,.,.,1
"62500  Evijärvi Keskus (Evijärvi)",.,.,.,.,.,.
"62510  Kuoppa-aho (Evijärvi)",.,.,.,.,.,.
"62520  Kautiainen (Evijärvi)",.,.,.,.,.,.
"62600  Lappajärvi Keskus (Lappajärvi)",.,...,.,.,1,.
"62660  Itäkylä (Lappajärvi)",.,.,.,.,.,.
"62800  Vimpeli Keskus (Vimpeli)",.,.,.,.,.,.
"62830  Luoma-Aho (Alajärvi)",.,.,.,.,.,.
"62900  Alajärvi Keskus (Alajärvi)",...,...,...,1,1,3
"63100  Kuortane Keskus (Kuortane)",.,...,.,.,3,.
"63130  Mäyry (Kuortane)",.,.,.,.,.,.
"63300  Alavus Keskus (Alavus)",...,...,...,3,5,2
"63350  Sulkavankylä (Alavus)",.,.,.,.,.,.
"63400  Alavus Asemanseutu (Alavus)",.,.,.,.,.,.
"63410  Rantatöysä (Alavus)",.,.,.,.,.,.
"63500  Lehtimäki Keskus (Alajärvi)",.,.,.,.,.,.
"63510  Lehtimäki Kirkonkylä (Alajärvi)",.,.,.,.,.,.
"63600  Töysä Keskus (Alavus)",.,.,.,.,.,.
"63610  Tuuri (Alavus)",.,.,.,.,.,.
"63680  Hakojärvi (Alavus)",.,.,.,.,.,.
"63700  Ähtäri Keskus (Ähtäri)",...,...,...,2,5,5
"63780  Alastaipale (Ähtäri)",.,.,.,.,.,.
"63800  Soini Keskus (Soini)",.,.,.,.,.,.
"63900  Myllymäki-Vehunkylä (Ähtäri)",.,.,.,.,.,.
"63910  Inhan Tehtaat (Ähtäri)",.,.,.,.,.,.
"63920  Inha (Ähtäri)",.,.,.,.,.,.
"64100  Kristiinankaupunki keskus (Kristinestad)",...,...,...,4,3,2
"64140  Tiukka (Kristinestad)",.,.,.,.,.,.
"64200  Närpiö Keskus (Närpes)",...,...,...,3,3,5
"64220  Yttermark (Närpes)",.,.,.,.,.,.
"64230  Närpiön Asemanseutu (Närpes)",.,.,.,.,.,.
"64240  Böle (Närpes)",.,.,.,.,.,.
"64250  Pjelax (Närpes)",.,.,.,.,.,.
"64260  Kaskinen (Kaskinen)",...,...,...,6,11,1
"64300  Lapväärtti (Kristinestad)",.,.,.,.,.,.
"64350  Karijoki Keskus (Karijoki)",.,.,.,.,.,.
"64370  Myrkky (Karijoki)",.,.,.,.,.,.
"64440  Metsälä-Kallträsk (Kristinestad)",.,.,.,.,.,.
"64460  Härkmeri (Kristinestad)",.,.,.,.,.,.
"64480  Skaftung (Kristinestad)",.,.,.,.,.,.
"64490  Siipyy (Kristinestad)",.,.,.,.,.,.
"64510  Nämpnäs (Närpes)",.,.,.,.,.,.
"64530  Norrnäs (Närpes)",.,.,.,.,.,.
"64550  Rangsby (Närpes)",.,.,.,.,.,.
"64610  Övermark (Närpes)",.,.,...,.,.,1
"64700  Teuva Keskus (Teuva)",.,...,...,.,1,2
"64740  Horo (Teuva)",.,.,.,.,.,.
"64760  Peltola (Teuva)",.,.,.,.,.,.
"64770  Äystö (Teuva)",.,.,.,.,.,.
"64810  Vanhakylä (Isojoki)",.,.,.,.,.,.
"64820  Kärjenkoski (Isojoki)",.,.,.,.,.,.
"64900  Isojoki Keskus (Isojoki)",.,.,.,.,.,.
"65100  Vaasa Keskus (Vaasa)",2667,2416,2345,117,196,202
"65170  Vaskiluoto (Vaasa)",...,...,...,1,1,2
"65200  Palosaari (Vaasa)",2432,1755,1877,22,36,26
"65230  Vetokannas (Vaasa)",...,1378,1104,2,11,8
"65280  Gerby (Vaasa)",...,...,975,2,3,10
"65300  Asevelikylä (Vaasa)",.,...,...,.,2,1
"65320  Huutoniemi (Vaasa)",...,...,1158,1,6,10
"65350  Suvilahti (Vaasa)",1853,1243,876,13,27,19
"65370  Ristinummi (Vaasa)",868,709,723,7,8,13
"65380  Vanha Vaasa (Vaasa)",...,792,1119,4,7,13
"65410  Sundom (Vaasa)",.,.,.,.,.,.
"65450  Sulva (Korsholm)",.,.,.,.,.,.
"65460  Tölby-Rimal (Korsholm)",.,.,.,.,.,.
"65480  Vikby (Korsholm)",.,.,.,.,.,.
"65520  Helsingby (Korsholm)",.,.,.,.,.,.
"65610  Mustasaari Keskus (Korsholm)",...,...,1408,3,5,10
"65630  Karperö (Korsholm)",.,.,.,.,.,.
"65650  Koskö (Korsholm)",.,.,.,.,.,.
"65710  Singsby (Korsholm)",.,.,.,.,.,.
"65730  Jungsund (Korsholm)",.,.,.,.,.,.
"65800  Raippaluoto (Korsholm)",.,.,.,.,.,.
"66100  Maalahti (Malax)",.,.,.,.,.,.
"66140  Övermalax (Malax)",.,.,.,.,.,.
"66160  Långåminne (Malax)",.,.,.,.,.,.
"66200  Korsnäs Keskus (Korsnäs)",.,.,.,.,.,.
"66210  Moikipää (Korsnäs)",.,.,.,.,.,.
"66220  Bergö (Malax)",.,.,.,.,.,.
"66230  Korsbäck (Korsnäs)",.,.,.,.,.,.
"66240  Petolahti (Malax)",.,.,.,.,.,.
"66270  Pirttikylä-Sorvari (Närpes)",.,.,.,.,.,.
"66280  Taklax (Korsnäs)",.,.,.,.,.,.
"66290  Harrström (Korsnäs)",.,.,.,.,.,.
"66295  Töjby (Närpes)",.,.,.,.,.,.
"66300  Jurva Keskus (Kurikka)",.,.,.,.,.,.
"66320  Niemenkylä (Kurikka)",.,.,.,.,.,.
"66360  Kesti (Kurikka)",.,.,.,.,.,.
"66400  Laihia Keskus (Laihia)",...,...,...,7,3,4
"66420  Ruto (Laihia)",.,.,.,.,.,.
"66430  Vedenoja (Vaasa)",.,.,.,.,.,.
"66440  Tervajoki (Isokyrö)",.,.,.,.,.,.
"66500  Vähäkyrö Keskus (Vaasa)",.,...,.,.,1,.
"66510  Merikaarto (Vaasa)",.,.,.,.,.,.
"66520  Veikkaala (Korsholm)",.,.,.,.,.,.
"66530  Koivulahti (Korsholm)",.,.,.,.,.,.
"66540  Petsmo (Korsholm)",.,.,.,.,.,.
"66550  Västerhankmo (Korsholm)",.,.,.,.,.,.
"66580  Kuni (Korsholm)",.,.,.,.,.,.
"66600  Vöyri Keskus (Vöyri)",.,...,.,.,3,.
"66640  Maksamaa (Vöyri)",.,.,.,.,.,.
"66710  Kaitsor (Vöyri)",.,.,.,.,.,.
"66800  Oravainen Keskus (Vöyri)",.,.,.,.,.,.
"66830  Oravaisten Tehdas (Vöyri)",.,.,.,.,.,.
"66840  Pensala (Nykarleby)",.,.,.,.,.,.
"66850  Jepua (Nykarleby)",.,.,.,.,.,.
"66900  Uusikaarlepyy Keskus (Nykarleby)",...,1060,...,2,9,3
"66910  Soklot (Nykarleby)",.,.,.,.,.,.
"66950  Munsala (Nykarleby)",.,.,.,.,.,.
"66970  Hirvlax (Nykarleby)",.,.,.,.,.,.
"67100  Kokkola Keskus (Kokkola)",2374,1820,1638,24,49,44
"67200  Kiviniitty-Tullimäki (Kokkola)",2801,2300,2132,13,34,30
"67300  Halkokari (Kokkola)",.,...,...,.,1,3
"67400  Rytimäki (Kokkola)",.,...,...,.,1,1
