"13mu -- Prices per square meter of old dwellings in housing companies and numbers of transactions by postal code area, yearly, 2009-2025"

"Postal code","Price per square meter (EUR/m2) 2021 Blocks of flats, one-room flat","Price per square meter (EUR/m2) 2021 Blocks of flats, two-room flat","Price per square meter (EUR/m2) 2021 Blocks of flats, three-room flat+","Number of sales, asset transfer tax data starting from 2020 2021 Blocks of flats, one-room flat","Number of sales, asset transfer tax data starting from 2020 2021 Blocks of flats, two-room flat","Number of sales, asset transfer tax data starting from 2020 2021 Blocks of flats, three-room flat+"
"66270  Pirttikylä-Sorvari (Närpes)",.,.,.,.,.,.
"66280  Taklax (Korsnäs)",.,.,.,.,.,.
"66290  Harrström (Korsnäs)",.,.,.,.,.,.
"66295  Töjby (Närpes)",.,.,.,.,.,.
"66300  Jurva Keskus (Kurikka)",.,...,.,.,3,.
"66320  Niemenkylä (Kurikka)",.,.,.,.,.,.
"66360  Kesti (Kurikka)",.,.,.,.,.,.
"66400  Laihia Keskus (Laihia)",...,1576,...,2,8,4
"66420  Ruto (Laihia)",.,.,.,.,.,.
"66430  Vedenoja (Vaasa)",.,.,.,.,.,.
"66440  Tervajoki (Isokyrö)",.,.,.,.,.,.
"66500  Vähäkyrö Keskus (Vaasa)",.,.,.,.,.,.
"66510  Merikaarto (Vaasa)",.,.,.,.,.,.
"66520  Veikkaala (Korsholm)",.,.,.,.,.,.
"66530  Koivulahti (Korsholm)",.,.,.,.,.,.
"66540  Petsmo (Korsholm)",.,.,.,.,.,.
"66550  Västerhankmo (Korsholm)",.,.,.,.,.,.
"66580  Kuni (Korsholm)",.,.,.,.,.,.
"66600  Vöyri Keskus (Vöyri)",.,.,...,.,.,1
"66640  Maksamaa (Vöyri)",.,.,.,.,.,.
"66710  Kaitsor (Vöyri)",.,.,.,.,.,.
"66800  Oravainen Keskus (Vöyri)",...,.,.,1,.,.
"66830  Oravaisten Tehdas (Vöyri)",.,.,.,.,.,.
"66840  Pensala (Nykarleby)",.,.,.,.,.,.
"66850  Jepua (Nykarleby)",.,.,.,.,.,.
"66900  Uusikaarlepyy Keskus (Nykarleby)",...,1051,...,4,10,3
"66910  Soklot (Nykarleby)",.,.,.,.,.,.
"66950  Munsala (Nykarleby)",.,.,.,.,.,.
"66970  Hirvlax (Nykarleby)",.,.,.,.,.,.
"67100  Kokkola Keskus (Kokkola)",2307,1894,1810,44,66,65
"67200  Kiviniitty-Tullimäki (Kokkola)",2067,1668,1488,12,36,24
"67300  Halkokari (Kokkola)",...,...,.,3,1,.
"67400  Rytimäki (Kokkola)",.,...,...,.,1,2
"67600  Linnusperä-Kaustari (Kokkola)",.,.,.,.,.,.
"67700  Kirkonmäki-Isokylä (Kokkola)",.,.,...,.,.,2
"67800  Koivuhaka (Kokkola)",...,...,763,5,7,10
"67900  Ykspihjala (Kokkola)",.,.,.,.,.,.
"68100  Himanka Keskus (Kalajoki)",.,.,.,.,.,.
"68210  Marinkainen (Kokkola)",.,.,.,.,.,.
"68230  Lohtaja Keskus (Kokkola)",.,.,.,.,.,.
"68300  Kälviä Keskus (Kokkola)",.,.,.,.,.,.
"68320  Ruotsalo (Kokkola)",.,.,.,.,.,.
"68370  Ullava Keskus (Kokkola)",.,.,.,.,.,.
"68380  Yli-Ullava (Kokkola)",.,.,.,.,.,.
"68390  Rahkonen (Kokkola)",.,.,.,.,.,.
"68410  Alaveteli (Kronoby)",.,...,.,.,1,.
"68500  Kruunupyy Keskus (Kronoby)",.,...,.,.,5,.
"68530  Lepplax (Pedersöre)",.,.,.,.,.,.
"68555  Bosund (Larsmo)",.,.,.,.,.,.
"68560  Eugmo (Larsmo)",.,.,.,.,.,.
"68570  Luoto (Larsmo)",.,...,...,.,2,1
"68580  Furuholmen (Larsmo)",.,.,.,.,.,.
"68600  Pietarsaari Keskus (Jakobstad)",1364,1341,1383,11,32,39
"68620  Skutnäs-Västermalm (Jakobstad)",1472,1257,1132,20,44,15
"68630  Kyrkostrand (Jakobstad)",...,.,...,1,.,1
"68660  Östermalm-Björnholmen (Jakobstad)",...,713,610,2,13,9
"68700  Teerijärvi (Kronoby)",.,.,.,.,.,.
"68750  Småbönders (Kronoby)",.,.,.,.,.,.
"68800  Kolppi (Pedersöre)",.,.,.,.,.,.
"68810  Ytteresse (Pedersöre)",.,.,.,.,.,.
"68820  Ähtävä (Pedersöre)",.,.,.,.,.,.
"68870  Edsevö (Pedersöre)",.,.,.,.,.,.
"68910  Pännäinen (Pedersöre)",.,.,.,.,.,.
"68930  Purmo (Pedersöre)",.,.,.,.,.,.
"68940  Lillby (Pedersöre)",.,.,.,.,.,.
"69100  Kannus Keskus (Kannus)",...,...,...,3,5,4
"69150  Eskola (Kannus)",.,.,.,.,.,.
"69300  Toholampi Keskus (Toholampi)",.,.,.,.,.,.
"69310  Laitala (Toholampi)",.,.,.,.,.,.
"69410  Sykäräinen (Toholampi)",.,.,.,.,.,.
"69440  Lestijärvi Keskus (Lestijärvi)",.,.,.,.,.,.
"69510  Halsua Keskus-Marjusaari (Halsua)",.,.,.,.,.,.
"69600  Kaustinen Keskus (Kaustinen)",.,.,...,.,.,1
"69700  Veteli Keskus (Veteli)",.,.,.,.,.,.
"69730  Tunkkari (Veteli)",.,.,.,.,.,.
"69750  Sillanpää (Veteli)",.,.,.,.,.,.
"69820  Räyrinki (Veteli)",.,.,.,.,.,.
"69850  Patana (Veteli)",.,.,.,.,.,.
"69950  Perho Keskus-Salamajärvi (Perho)",.,.,.,.,.,.
"69980  Möttönen (Perho)",.,.,.,.,.,.
"70100  Kuopio Keskus (Kuopio)",3297,2774,2708,61,173,145
"70110  Etu-Niirala (Kuopio)",3435,2899,2860,77,98,45
"70150  Neulamäki (Kuopio)",2285,1491,1263,9,29,31
"70200  Puijonlaakso (Kuopio)",2423,1851,1774,13,73,36
"70260  Julkula (Kuopio)",...,2392,...,1,6,3
"70280  Länsi-Puijo (Kuopio)",...,...,...,3,4,1
"70300  Linnanpelto (Kuopio)",...,...,3134,3,6,20
"70340  Inkilänmäki (Kuopio)",2771,1758,2055,8,32,22
"70400  Kettulanlahti (Kuopio)",.,.,.,.,.,.
"70420  Päiväranta (Kuopio)",...,1340,...,3,11,4
"70460  Saarijärvi (Kuopio)",1018,810,718,9,30,21
"70500  Männistö (Kuopio)",1932,1822,1396,29,89,50
"70600  Niirala-Huuhanmäki (Kuopio)",3171,2470,2362,14,32,23
"70620  Haapaniemi (Kuopio)",2107,1821,1746,10,21,7
"70700  Särkiniemi (Kuopio)",...,1591,1573,2,14,8
"70780  Jynkkä (Kuopio)",...,1101,...,3,12,2
"70800  Pitkälahti (Kuopio)",.,.,.,.,.,.
"70820  Litmanen (Kuopio)",1589,1463,1310,16,49,23
"70840  Jynkänmäki (Kuopio)",3634,2969,2796,13,56,55
"70870  Hiltulanlahti (Kuopio)",.,.,.,.,.,.
"70900  Toivala (Siilinjärvi)",.,.,.,.,.,.
"70910  Vuorela (Siilinjärvi)",...,1752,2495,3,6,8
"71160  Riistavesi (Kuopio)",.,.,.,.,.,.
"71200  Tuusniemi Keskus (Tuusniemi)",.,...,.,.,6,.
"71210  Tuusjärvi (Tuusniemi)",.,.,.,.,.,.
"71240  Paakkila (Tuusniemi)",.,.,.,.,.,.
"71280  Kosula (Tuusniemi)",.,.,.,.,.,.
"71310  Vehmersalmi Keskus (Kuopio)",...,.,.,1,.,.
"71470  Oravikoski (Leppävirta)",.,...,...,.,1,3
"71480  Kurkimäki (Kuopio)",.,.,.,.,.,.
"71570  Syvänniemi (Kuopio)",.,.,.,.,.,.
"71730  Kinnulanlahti (Kuopio)",.,.,.,.,.,.
"71750  Maaninka Keskus (Kuopio)",.,.,.,.,.,.
"71760  Ahkionlahti-Vianta (Kuopio)",.,.,.,.,.,.
"71775  Tuovilanlahti-Haatala (Kuopio)",.,.,.,.,.,.
"71800  Siilinjärvi Keskus (Siilinjärvi)",1413,1605,1590,13,22,8
"71840  Kuuslahti (Siilinjärvi)",.,.,.,.,.,.
"71850  Leppäkaarre (Siilinjärvi)",...,.,...,2,.,2
"71870  Harjamäki (Siilinjärvi)",.,...,.,.,5,.
"71910  Alapitkä (Lapinlahti)",.,.,.,.,.,.
"71960  Lukkarila (Lapinlahti)",.,.,.,.,.,.
"72100  Karttula Keskus (Kuopio)",.,.,.,.,.,.
"72210  Tervo Keskus-Eliaksela (Tervo)",...,...,...,2,1,1
"72300  Vesanto Keskus (Vesanto)",...,...,.,2,1,.
"72360  Närhilä (Vesanto)",.,.,.,.,.,.
"72400  Pielavesi Keskus-Jylänki (Pielavesi)",...,543,...,3,10,3
"72550  Säviä (Pielavesi)",.,.,.,.,.,.
"72600  Keitele Keskus (Keitele)",...,...,.,1,1,.
"72950  Porttila (Keitele)",.,.,.,.,.,.
"73100  Lapinlahti Keskus (Lapinlahti)",...,948,...,5,6,4
"73200  Varpaisjärvi Keskus (Lapinlahti)",.,.,.,.,.,.
"73230  Syvärinpää (Lapinlahti)",.,.,.,.,.,.
"73250  Korpijärvi (Lapinlahti)",.,.,.,.,.,.
"73300  Nilsiä Keskus (Kuopio)",...,1437,...,6,14,6
"73310  Tahkovuori (Kuopio)",.,2404,...,.,6,1
"73410  Pieksänkoski (Kuopio)",.,.,.,.,.,.
"73460  Muuruvesi (Kuopio)",.,...,.,.,2,.
"73500  Juankoski Keskus (Kuopio)",...,...,...,1,10,2
"73600  Kaavi Keskus (Kaavi)",...,...,.,1,1,.
"73670  Luikonlahti (Kaavi)",.,.,.,.,.,.
"73770  Säyneinen-Ala-Siikajärvi (Kuopio)",.,.,.,.,.,.
"73850  Ala-Luosta-Riitasalo (Rautavaara)",.,.,.,.,.,.
"73900  Rautavaara Keskus (Rautavaara)",.,.,.,.,.,.
"74100  Iisalmi Keskus, Eteläinen (Iisalmi)",1286,1262,1689,26,41,30
"74120  Iisalmi Keskus Pohjoinen (Iisalmi)",918,904,683,9,23,14
"74130  Kihmula (Iisalmi)",...,613,982,2,7,6
"74200  Vieremä Keskus (Vieremä)",.,.,.,.,.,.
"74250  Nissilä (Vieremä)",.,.,.,.,.,.
"74300  Sonkajärvi Keskus (Sonkajärvi)",...,...,.,1,1,.
"74340  Sukeva-Kainuunmäki (Sonkajärvi)",.,.,.,.,.,.
"74380  Jyrkkä (Sonkajärvi)",.,.,.,.,.,.
"74510  Peltosalmi-Sourunsalo (Iisalmi)",.,...,.,.,2,.
"74550  Pörsänmäki (Iisalmi)",.,.,.,.,.,.
"74700  Kiuruvesi Keskus (Kiuruvesi)",...,492,...,9,9,4
"74940  Remeskylä-Tihilänkangas (Kiuruvesi)",.,.,.,.,.,.
"75500  Nurmes Keskus (Nurmes)",...,709,...,5,12,5
"75530  Porokylä (Nurmes)",...,1185,...,1,12,3
"75680  Ylä-Luosta (Rautavaara)",.,.,.,.,.,.
"75700  Valtimo Keskus (Nurmes)",...,...,.,1,1,.
"76100  Pieksämäki Keskus (Pieksämäki)",459,491,570,13,48,21
"76120  Kontiopuisto (Pieksämäki)",...,.,...,8,.,1
"76130  Pappilanmäki (Pieksämäki)",.,.,.,.,.,.
"76150  Länsirinne (Pieksämäki)",...,467,...,5,15,7
"76850  Naarajärvi (Pieksämäki)",.,...,.,.,1,.
"76940  Nenonpelto (Pieksämäki)",.,.,.,.,.,.
"77240  Halkokumpu (Pieksämäki)",.,.,.,.,.,.
"77330  Virtasalmi Keskus (Pieksämäki)",.,.,.,.,.,.
"77570  Jäppilä Keskus (Pieksämäki)",.,.,.,.,.,.
"77580  Tihusniemi (Pieksämäki)",.,.,.,.,.,.
"77600  Suonenjoki Keskus (Suonenjoki)",760,645,838,13,19,14
"77700  Rautalampi Keskus (Rautalampi)",...,.,.,1,.,.
"77800  Iisvesi (Suonenjoki)",...,.,.,1,.,.
"78200  Varkaus Keskus (Varkaus)",680,836,870,20,48,39
"78210  Kuoppakangas (Varkaus)",...,...,.,2,2,.
"78250  Päiviönsaari (Varkaus)",...,...,674,4,6,15
"78300  Kommila (Varkaus)",...,...,...,1,16,3
"78310  Puurtila (Varkaus)",.,.,.,.,.,.
"78400  Luttila (Varkaus)",.,.,.,.,.,.
"78480  Timola (Leppävirta)",.,.,.,.,.,.
"78500  Pitkälänniemi-Könönpelto (Varkaus)",.,.,.,.,.,.
"78710  Akonlahti (Varkaus)",.,.,.,.,.,.
"78850  Käpykangas (Varkaus)",.,...,.,.,3,.
"78870  Kaura-Aho (Varkaus)",.,...,...,.,3,1
"78880  Kuvansi (Joroinen)",.,.,.,.,.,.
"79100  Leppävirta Keskus (Leppävirta)",...,642,...,4,10,6
"79130  Sorsakoski (Leppävirta)",.,...,...,.,3,1
"79255  Kurjala-Moninmäki (Leppävirta)",.,.,.,.,.,.
"79480  Kangaslampi Keskus (Varkaus)",.,.,.,.,.,.
"79520  Viljolahti (Varkaus)",.,.,.,.,.,.
"79600  Joroinen Keskus (Joroinen)",...,...,...,1,2,1
"79700  Heinävesi Keskus (Heinävesi)",.,...,.,.,10,.
"79810  Karvion kanava (Heinävesi)",.,.,.,.,.,.
"79940  Vihtari-Poikiinaho (Heinävesi)",.,.,.,.,.,.
"80100  Joensuu Keskus, Pohjoinen (Joensuu)",2635,2167,1776,63,124,67
"80110  Joensuu Keskus Eteläinen (Joensuu)",2680,2058,1968,31,68,52
"80130  Kanervala (Joensuu)",...,.,.,1,.,.
"80140  Noljakka (Joensuu)",...,1767,1845,2,21,9
"80160  Rantakylä-Latola (Joensuu)",2080,1606,1108,10,31,21
"80170  Utra (Joensuu)",...,...,.,3,3,.
"80200  Niinivaara (Joensuu)",2272,2323,1882,15,46,24
"80220  Penttilä (Joensuu)",3651,2799,3031,6,32,15
"80230  Hukanhauta (Joensuu)",2492,2379,...,6,6,3
"80260  Kettuvaara (Joensuu)",...,...,...,4,5,4
"80330  Reijola (Joensuu)",.,.,.,.,.,.
"80400  Ylämylly (Liperi)",...,...,...,1,2,1
"80510  Onttola-Kunnasniemi (Kontiolahti)",...,.,...,2,.,2
"80710  Lehmo (Kontiolahti)",.,...,...,.,2,1
"80770  Kontiolahti as (Kontiolahti)",.,.,.,.,.,.
"80780  Kontioniemi (Kontiolahti)",...,...,.,1,2,.
"80790  Kontioranta-Kontioniemi (Kontiolahti)",.,...,.,.,1,.
"80850  Paihola (Kontiolahti)",.,.,.,.,.,.
"80910  Kulho (Kontiolahti)",.,.,.,.,.,.
"81100  Kontiolahti (Kontiolahti)",.,...,.,.,4,.
"81160  Romppala-Riihikangas (Kontiolahti)",.,.,.,.,.,.
"81200  Eno Keskus (Joensuu)",...,...,.,1,1,.
"81210  Louhioja (Joensuu)",.,.,.,.,.,.
"81220  Jakokoski (Kontiolahti)",.,.,.,.,.,.
"81230  Mönni (Kontiolahti)",.,.,.,.,.,.
"81235  Lehtoi (Kontiolahti)",.,.,.,.,.,.
"81280  Uimaharju (Joensuu)",...,.,...,2,.,2
"81290  Ukkola (Joensuu)",.,.,.,.,.,.
"81390  Revonkylä (Joensuu)",.,.,.,.,.,.
"81470  Naarva (Ilomantsi)",.,.,.,.,.,.
"81590  Vuonislahti (Lieksa)",.,.,.,.,.,.
"81650  Hattuvaara (Lieksa)",.,.,.,.,.,.
"81700  Lieksa Keskus (Lieksa)",617,584,541,13,23,11
"81720  Mähkö-Timitra (Lieksa)",...,...,.,5,2,.
"81750  Pankakoski (Lieksa)",.,.,.,.,.,.
"81970  Jongunjoki-Pankajärvi (Lieksa)",.,.,.,.,.,.
"82110  Heinävaara (Joensuu)",.,.,.,.,.,.
"82120  Keskijärvi (Joensuu)",.,.,.,.,.,.
"82140  Kiihtelysvaara Keskus (Joensuu)",.,.,.,.,.,.
"82200  Hammaslahti (Joensuu)",.,.,.,.,.,.
"82220  Niittylahti (Joensuu)",.,.,.,.,.,.
"82290  Nieminen (Rääkkylä)",.,.,.,.,.,.
"82300  Rääkkylä Keskus (Rääkkylä)",.,.,.,.,.,.
"82350  Tikkala (Tohmajärvi)",.,.,.,.,.,.
"82430  Puhos-Leinovaara (Kitee)",...,...,.,2,2,.
"82490  Heinoniemi (Kitee)",.,.,.,.,.,.
"82500  Kitee Keskus (Kitee)",853,632,700,6,13,7
"82600  Tohmajärvi Keskus (Tohmajärvi)",...,...,...,1,2,1
"82655  Värtsilä Keskus (Tohmajärvi)",.,.,...,.,.,1
"82710  Kovero (Joensuu)",.,.,.,.,.,.
"82730  Tuupovaara Keskus-Pirttiaho (Joensuu)",.,.,.,.,.,.
"82750  Öllölä (Joensuu)",.,.,.,.,.,.
"82760  Hoilola (Joensuu)",.,.,.,.,.,.
"82900  Ilomantsi Keskus (Ilomantsi)",710,...,...,7,2,1
"83100  Liperi Keskus (Liperi)",...,.,.,3,.,.
"83130  Salokylä (Liperi)",.,.,.,.,.,.
"83330  Kaatamo (Liperi)",.,.,.,.,.,.
"83400  Viinijärvi (Liperi)",.,.,.,.,.,.
"83430  Käsämä (Liperi)",.,.,.,.,.,.
"83500  Outokumpu Keskus (Outokumpu)",...,...,...,7,12,16
"83700  Polvijärvi Keskus (Polvijärvi)",...,...,...,5,4,2
"83720  Kuorevaara (Polvijärvi)",.,.,.,.,.,.
"83750  Sotkuma (Polvijärvi)",.,.,.,.,.,.
"83870  Polvela-Timovaara (Juuka)",.,.,.,.,.,.
"83900  Juuka Keskus (Juuka)",...,...,.,3,2,.
"83940  Nunnanlahti (Juuka)",.,.,.,.,.,.
"83950  Ahmovaara (Juuka)",.,.,.,.,.,.
"83960  Koli (Lieksa)",.,.,.,.,.,.
"84100  Ylivieska Keskus (Ylivieska)",1527,1378,1622,15,42,23
"84880  Raudaskylä (Ylivieska)",.,.,.,.,.,.
"85100  Kalajoki Keskus (Kalajoki)",.,...,...,.,2,4
"85140  Tynkä (Kalajoki)",.,.,.,.,.,.
"85160  Rautio (Kalajoki)",.,.,.,.,.,.
"85200  Alavieska Keskus (Alavieska)",.,.,.,.,.,.
"85230  Talus (Alavieska)",.,.,.,.,.,.
"85310  Sievi Asemanseutu (Sievi)",.,.,.,.,.,.
"85320  Markkula (Sievi)",.,.,.,.,.,.
"85410  Sievi Keskus (Sievi)",.,...,.,.,1,.
"85430  Koivisto (Sievi)",.,.,.,.,.,.
"85450  Joenkylä (Sievi)",.,.,.,.,.,.
"85500  Nivala Keskus (Nivala)",...,1215,...,2,7,3
"85560  Ainastalo (Nivala)",.,.,.,.,.,.
"85580  Karvoskylä (Nivala)",.,.,.,.,.,.
"85630  Sarjanahde (Nivala)",.,.,.,.,.,.
"85640  Maliskylä (Nivala)",.,.,.,.,.,.
"85660  Ruuskankylä (Nivala)",.,.,.,.,.,.
"85800  Haapajärvi Keskus (Haapajärvi)",.,...,...,.,4,3
"85820  Oksava (Haapajärvi)",.,.,.,.,.,.
"85900  Reisjärvi Keskus (Reisjärvi)",.,.,.,.,.,.
"85980  Köyhänperä (Reisjärvi)",.,.,.,.,.,.
"86100  Pyhäjoki Keskus (Pyhäjoki)",.,.,.,.,.,.
"86170  Yppäri (Pyhäjoki)",.,.,.,.,.,.
"86220  Merijärvi Keskus (Merijärvi)",.,.,.,.,.,.
"86300  Oulainen Keskus (Oulainen)",956,813,1143,7,6,7
"86400  Vihanti Keskus (Raahe)",.,.,.,.,.,.
"86440  Lampinsaari (Raahe)",.,...,...,.,1,1
"86600  Haapavesi Keskus (Haapavesi)",...,...,.,4,4,.
"86710  Kärsämäki Keskus (Kärsämäki)",.,.,.,.,.,.
"86800  Pyhäsalmi (Pyhäjärvi)",...,...,.,1,8,.
"86900  Pyhäkumpu (Pyhäjärvi)",.,.,.,.,.,.
"87100  Kajaani Keskus (Kajaani)",1689,1519,1411,58,78,51
"87150  Purola (Kajaani)",...,711,...,3,11,5
"87200  Teppana (Kajaani)",...,1144,1463,6,17,13
"87250  Kättö-Kätönlahti (Kajaani)",.,...,...,.,2,3
"87300  Palokangas (Kajaani)",...,1132,966,1,11,8
"87400  Petäisenniska (Kajaani)",.,995,674,.,12,6
"87500  Lehtikangas (Kajaani)",...,862,794,4,32,22
"87700  Lohtaja-Kettu (Kajaani)",.,...,.,.,4,.
"87830  Nakertaja (Kajaani)",.,.,.,.,.,.
"87900  Karankalahti (Kajaani)",.,.,.,.,.,.
"88200  Otanmäki-Kytökoski (Kajaani)",...,...,...,5,6,16
"88270  Vuolijoki Keskus (Kajaani)",.,...,.,.,1,.
"88300  Paltamo Keskus (Paltamo)",.,.,.,.,.,.
"88340  Manamansalo (Vaala)",.,.,.,.,.,.
"88400  Ristijärvi Keskus-Hiisijärvi (Ristijärvi)",...,.,.,1,.,.
"88470  Kontiomäki (Paltamo)",.,...,.,.,8,.
"88600  Sotkamo Keskus (Sotkamo)",1197,1659,1244,20,41,14
"88610  Vuokatti (Sotkamo)",.,...,.,.,1,.
"88620  Korholanmäki (Sotkamo)",.,.,.,.,.,.
"88900  Kuhmo Keskus (Kuhmo)",771,753,...,13,20,7
"89140  Kotila-Törmänmäki (Puolanka)",.,.,.,.,.,.
"89200  Puolanka Keskus (Puolanka)",...,...,...,1,2,1
"89400  Hyrynsalmi Keskus (Hyrynsalmi)",.,.,.,.,.,.
"89600  Ämmänsaari (Suomussalmi)",623,807,...,9,12,3
"89800  Suomussalmi Keskus (Suomussalmi)",.,.,.,.,.,.
"90100  Oulu Keskus (Oulu)",3260,2719,2645,83,118,82
"90120  Heinäpää (Oulu)",2901,2353,2493,69,97,54
"90130  Raksila (Oulu)",3088,2633,2351,35,88,78
"90140  Karjasilta (Oulu)",2749,2648,2877,18,48,21
"90150  Höyhtyä (Oulu)",2340,1589,1687,23,48,39
"90220  Kontinkangas (Oulu)",1184,749,559,74,60,73
"90230  Värttö-Maikkula (Oulu)",...,2345,2601,5,24,22
"90240  Iinatti (Oulu)",2244,1992,1680,8,21,14
"90250  Kaukovainio (Oulu)",2405,1480,1297,48,59,49
"90310  Madekoski (Oulu)",.,1744,1532,.,6,6
"90400  Äimärautio (Oulu)",4021,3391,3119,14,28,19
"90410  Kaakkuri (Oulu)",.,...,.,.,1,.
"90420  Metsokangas (Oulu)",2763,2248,1977,33,42,36
"90440  Kempele Keskus (Kempele)",2691,2502,2038,19,26,18
"90450  Honkanen (Kempele)",.,...,...,.,2,4
"90460  Oulunsalo Keskus (Oulu)",.,1758,1974,.,6,8
"90480  Hailuoto (Hailuoto)",.,.,.,.,.,.
"90500  Tuira (Oulu)",2476,2178,1908,81,108,80
"90510  Hietasaari (Oulu)",2125,2967,2810,11,20,19
"90520  Taskila-Toppila (Oulu)",3441,2775,2634,37,45,50
"90530  Välivainio (Oulu)",2188,2158,1853,14,66,23
"90540  Kuivasjärvi (Oulu)",3560,2861,2172,49,51,21
"90550  Pyykösjärvi-Puolivälinkangas (Oulu)",1628,1130,1018,9,25,18
"90560  Koskela-Oulu (Oulu)",1645,1086,1003,11,28,13
"90570  Kaijonharju-Linnanmaa (Oulu)",3151,1644,1281,38,31,23
"90580  Rajakylä (Oulu)",...,745,985,4,12,9
"90620  Rusko-Heikinharju (Oulu)",.,.,.,.,.,.
"90630  Korvensuora (Oulu)",...,2638,1976,5,9,23
"90650  Haapalehto (Oulu)",1932,1754,1804,19,33,33
"90670  Hiukkavaara (Oulu)",...,1898,2221,5,7,15
"90800  Pateniemi (Oulu)",...,...,1424,1,6,11
"90810  Kiviniemi (Oulu)",.,.,.,.,.,.
"90820  Kello (Oulu)",.,.,.,.,.,.
"90830  Haukipudas Keskus (Oulu)",...,...,...,2,8,4
"90840  Haukipudas Asemanseutu (Oulu)",.,.,.,.,.,.
"90850  Martinniemi (Oulu)",.,...,...,.,1,3
"90900  Kiiminki Keskus (Oulu)",.,...,...,.,3,4
"90910  Kontio (Oulu)",.,.,.,.,.,.
"90940  Jääli (Oulu)",.,...,.,.,1,.
"91100  Ii Keskus (Ii)",...,...,...,1,3,2
"91200  Yli-Ii Keskus (Oulu)",.,.,.,.,.,.
"91260  Pahkakoski-Räinä (Oulu)",.,.,.,.,.,.
"91300  Ylikiiminki Keskus (Oulu)",.,.,.,.,.,.
"91310  Arkala (Oulu)",.,.,.,.,.,.
"91410  Jokirinne (Muhos)",.,.,.,.,.,.
"91430  Leppiniemi (Muhos)",.,.,.,.,.,.
"91500  Muhos Keskus (Muhos)",.,...,...,.,3,3
"91600  Utajärvi Keskus (Utajärvi)",.,.,.,.,.,.
"91670  Rokua (Utajärvi)",.,.,.,.,.,.
"91700  Vaala Keskus-Oterma (Vaala)",...,.,...,2,.,2
"91710  Jylhämä (Vaala)",.,.,.,.,.,.
"91760  Säräisniemi (Vaala)",.,.,.,.,.,.
"91780  Neittävä (Vaala)",.,.,.,.,.,.
"91800  Tyrnävä (Tyrnävä)",...,.,...,1,.,1
"91900  Liminka Keskus (Liminka)",.,...,...,.,2,2
"91910  Tupos (Liminka)",.,.,.,.,.,.
"91950  Temmes (Tyrnävä)",.,.,.,.,.,.
"91980  Lumijoki (Lumijoki)",.,.,.,.,.,.
"92100  Raahe Keskus (Raahe)",1423,1360,1489,19,35,27
"92120  Ollinsaari-Mestauskallio (Raahe)",.,...,...,.,1,3
"92130  Isoholmi-Antinkangas (Raahe)",.,...,...,.,5,6
"92140  Pattijoki Keskus (Raahe)",.,.,.,.,.,.
"92150  Kummatti-Junnilanmäki (Raahe)",.,.,.,.,.,.
"92160  Saloinen (Raahe)",.,.,.,.,.,.
"92320  Siikajoki Keskus (Siikajoki)",.,.,.,.,.,.
"92350  Revonlahti (Siikajoki)",.,.,.,.,.,.
"92400  Ruukki Keskus (Siikajoki)",.,.,.,.,.,.
"92430  Paavola-Huumola (Siikajoki)",.,.,.,.,.,.
"92450  Luohua (Siikajoki)",.,.,.,.,.,.
"92500  Rantsila Keskus (Siikalatva)",.,.,.,.,.,.
"92600  Pulkkila Keskus (Siikalatva)",.,.,.,.,.,.
"92620  Piippola Keskus (Siikalatva)",.,.,.,.,.,.
"92640  Leskelä (Siikalatva)",.,.,.,.,.,.
"92650  Laakkola (Siikalatva)",.,.,.,.,.,.
"92700  Kestilä (Siikalatva)",.,.,.,.,.,.
"92930  Pyhäntä (Pyhäntä)",.,.,.,.,.,.
"93100  Pudasjärvi Keskus (Pudasjärvi)",613,...,...,8,3,1
"93280  Syöte (Pudasjärvi)",.,.,.,.,.,.
"93400  Taivalkoski Keskus (Taivalkoski)",...,...,...,2,5,3
"93600  Kuusamo (Kuusamo)",1532,1393,1323,22,54,17
"93700  Kurkijärvi - Oijusluoma (Kuusamo)",.,.,.,.,.,.
"93800  Muojärvi (Kuusamo)",.,.,.,.,.,.
"93830  Rukatunturi (Kuusamo)",.,.,.,.,.,.
"93900  Oulangan kansallispuisto (Kuusamo)",.,.,.,.,.,.
"93999  Lososaari (Kuusamo)",.,.,.,.,.,.
"94100  Kemi Keskus (Kemi)",905,920,888,57,145,57
"94200  Torvinen-Vainio (Kemi)",...,...,...,1,23,17
"94300  Pajusaari (Kemi)",.,...,...,.,5,2
"94400  Keminmaa Keskus (Keminmaa)",.,...,611,.,4,6
"94430  Kaakamo (Tornio)",.,.,.,.,.,.
"94450  Lassila-Jokisuu (Keminmaa)",.,.,...,.,.,1
"94500  Lautiosaari (Keminmaa)",...,...,...,1,1,3
"94600  Ristikangas-Kivikko (Kemi)",.,.,.,.,.,.
"94700  Takajärvi-Haukkari (Kemi)",594,419,605,13,24,17
"94720  Peurasaari (Kemi)",...,...,.,3,2,.
"94830  Pikku Berliini-Hepola (Kemi)",...,341,392,4,22,17
"95100  Kuivaniemi Keskus (Ii)",.,.,.,.,.,.
"95200  Simo Keskus (Simo)",.,.,.,.,.,.
"95230  Maksniemi (Simo)",.,.,.,.,.,.
"95300  Tervola Keskus (Tervola)",.,.,.,.,.,.
"95400  Tornio Keskus (Tornio)",1844,1765,1604,27,45,38
"95410  Kiviranta (Tornio)",...,...,...,1,2,3
